Frame number	981
First frame	1
Point frequency	200
Analog frequency	1200

Time	L.Trunk			R.Trunk			DistalTrunk			R.UpperArm			R.Elbow			R.Wrist			L.UpperArm			L.Elbow			L.Wrist			R.Crest			R.ASIS			Sacrum			OFFSET			L.ASIS			L.Crest			R.Hip			R.Thigh			R.Knee			R.TibTubercle			R.MidShank			R.DistalShank			R.Heel			R.DistalHeel			R.PosteriorFoot			R.LateralToe			R.Toe			R.MedialToe			L.Hip			L.Thigh			L.Knee			L.TibTubercle			L.MidShank			L.DistalShank			L.Heel			L.DistalHeel			L.PosteriorFoot			L.LateralToe			L.Toe			L.MedialToe		
s	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
1.3325	-15.1978	0.732422	-30.1514	8.54492	-18.6157	5.67627	15.0146	-0.12207	-32.8369	12.6953	15.1978	-3.05176
1.33333	-15.1367	0.549316	-30.2734	8.36182	-18.6157	5.67627	15.0146	-0.549316	-33.2031	12.7563	15.5029	-2.50244
1.33417	-15.0757	0.610352	-29.8462	8.54492	-18.7988	5.49316	15.0146	-0.244141	-32.8369	12.8174	15.2588	-2.50244
1.335	-14.7705	0.488281	-30.0903	8.42285	-18.5547	5.79834	14.8926	-0.183105	-32.7759	12.8174	15.0146	-2.50244
1.33583	-15.0757	0.488281	-30.0293	8.42285	-18.7378	5.85938	15.0757	-0.183105	-33.2642	12.3901	15.3809	-2.68555
1.33667	-15.0757	0.488281	-30.1514	8.42285	-18.7378	5.67627	15.1367	-0.244141	-33.1421	12.8174	15.2588	-2.68555
1.3375	-14.8926	0.366211	-29.9072	8.54492	-18.8599	5.85938	14.8315	-0.488281	-33.0811	12.6953	15.2588	-2.62451
1.33833	-15.3198	0.366211	-30.2124	8.48389	-18.7378	5.49316	15.1978	-0	-33.2031	12.8174	15.4419	-2.80762
1.33917	-15.2588	0.244141	-30.0293	8.36182	-18.7378	5.79834	15.1367	-0.183105	-33.02	13.0615	15.3198	-2.38037
1.34	-14.8315	0.549316	-30.0903	8.66699	-18.7988	5.61523	15.1367	-0.244141	-33.0811	12.5122	15.2588	-2.62451
1.34083	-15.0757	0.549316	-30.0293	8.60596	-18.8599	5.85938	15.1367	-0.366211	-33.0811	12.7563	15.0146	-2.68555
1.34167	-15.0757	0.976562	-30.1514	8.30078	-18.7988	5.79834	15.3809	-0	-33.2642	13.1226	15.3198	-2.80762
1.3425	-14.8315	0.366211	-30.2734	8.60596	-18.7378	5.49316	15.0757	-0.366211	-32.959	12.6953	15.5029	-2.38037
1.34333	-14.5264	0.732422	-30.0293	8.30078	-18.7378	5.67627	15.0146	-0.427246	-32.7148	12.7563	15.1367	-2.74658
1.34417	-15.1367	0.427246	-30.2124	8.54492	-18.8599	5.61523	15.0757	-0.0610352	-32.7759	12.9395	15.3198	-2.38037
1.345	-15.0146	0.427246	-30.0293	8.60596	-18.7378	5.61523	15.1978	-0.183105	-32.8979	12.5732	15.5029	-2.62451
1.34583	-14.9536	0.732422	-30.0903	8.54492	-18.7988	5.49316	15.0146	-0.427246	-33.1421	13.1836	15.2588	-2.44141
1.34667	-15.0146	0.427246	-29.8462	8.66699	-18.7378	5.79834	15.4419	-0.183105	-32.8979	12.8174	15.4419	-2.68555
1.3475	-15.0757	0.427246	-29.6631	8.42285	-18.7378	5.85938	15.0146	-0.183105	-33.0811	12.6953	15.3809	-2.13623
1.34833	-15.0146	0.915527	-30.0293	8.17871	-19.043	5.5542	15.3809	-0.244141	-33.02	12.8784	15.3809	-2.74658
1.34917	-14.9536	0.610352	-30.1514	8.36182	-18.7378	5.85938	15.3198	-0	-33.0811	12.7563	15.5029	-2.31934
1.35	-14.9536	0.488281	-29.8462	8.42285	-18.6157	5.79834	15.4419	-0.0610352	-32.8979	12.9395	15.3198	-2.74658
1.35083	-15.0757	0.244141	-30.2734	8.23975	-18.7378	5.61523	15.0757	-0.488281	-32.8369	12.5732	15.3198	-2.80762
1.35167	-14.9536	0.427246	-30.0293	8.36182	-18.8599	5.67627	15.3809	-0.244141	-33.0811	12.6343	15.2588	-2.44141
1.3525	-14.7095	0.427246	-30.0903	8.17871	-18.9209	5.5542	15.1978	-0.427246	-33.2031	12.6953	15.3198	-2.50244
1.35333	-14.9536	0.305176	-30.0293	8.48389	-18.8599	5.79834	15.3809	-0.427246	-32.959	12.5732	14.9536	-2.68555
1.35417	-15.0757	0.610352	-30.0903	8.42285	-18.7378	5.5542	15.0146	-0.427246	-33.1421	13.0615	15.3198	-2.74658
1.355	-14.9536	0.671387	-29.8462	8.54492	-18.7988	5.5542	15.3809	-0.488281	-32.959	12.6953	15.3809	-2.31934
1.35583	-15.0757	0.915527	-29.9072	8.60596	-18.9209	5.49316	15.3198	-0.488281	-32.7148	12.8174	15.3198	-2.31934
1.35667	-15.0146	0.488281	-30.2124	8.23975	-18.9209	5.49316	15.0757	-0.549316	-33.1421	12.6343	15.2588	-2.50244
1.3575	-14.9536	0.366211	-29.9072	8.48389	-18.3105	5.85938	15.1367	-0.183105	-32.959	12.9395	15.564	-2.50244
1.35833	-14.9536	0.488281	-30.0293	8.60596	-18.8599	5.85938	15.1367	-0.427246	-32.5317	12.3901	15.3809	-2.44141
1.35917	-14.8315	0.427246	-29.9072	8.36182	-18.7378	5.61523	15.1367	-0.427246	-33.0811	12.7563	15.1367	-2.38037
1.36	-15.0146	0.732422	-29.9072	8.48389	-18.7378	5.98145	15.0757	-0.244141	-33.02	12.8784	15.625	-2.80762
1.36083	-15.0757	0.549316	-29.8462	8.23975	-18.7988	5.85938	15.3809	-0.244141	-33.1421	12.8174	15.3198	-2.31934
1.36167	-15.1367	0.732422	-29.9072	8.42285	-18.9209	5.67627	15.3198	-0.549316	-33.1421	12.9395	15.1367	-2.44141
1.3625	-14.9536	0.488281	-29.9072	8.54492	-18.7988	5.85938	15.3198	-0.183105	-32.7759	12.7563	15.1367	-2.44141
1.36333	-15.0757	0.488281	-29.8462	8.30078	-19.043	5.98145	15.1978	-0.12207	-33.02	12.7563	15.2588	-2.80762
1.36417	-15.0757	0.427246	-29.8462	8.42285	-18.7988	5.5542	15.1978	-0.12207	-33.1421	12.8174	15.1978	-2.44141
1.365	-14.4043	0.610352	-29.8462	8.11768	-18.7988	5.67627	15.0757	-0.183105	-32.5317	12.3901	15.3198	-2.80762
1.36583	-14.5874	0.854492	-29.8462	8.36182	-18.7988	5.92041	15.3198	-0.12207	-33.1421	12.4512	15.3198	-2.80762
1.36667	-15.0146	0.488281	-29.6631	8.48389	-18.7988	5.67627	15.0146	-0.366211	-32.959	12.9395	15.3198	-2.44141
1.3675	-14.7705	0.915527	-30.1514	8.11768	-18.4937	5.92041	15.1367	-0.427246	-33.02	13.0615	15.3198	-2.62451
1.36833	-14.8315	0.549316	-30.0293	8.30078	-18.7378	5.92041	15.0757	-0.183105	-32.8979	12.6953	15.1367	-2.44141
1.36917	-15.0146	0.549316	-30.0293	8.36182	-18.9209	5.92041	15.0757	-0.488281	-33.02	12.5122	15.1978	-2.68555
1.37	-14.9536	0.671387	-30.3955	8.36182	-18.7988	5.49316	15.0757	-0.366211	-33.3862	12.8174	15.2588	-2.44141
1.37083	-14.9536	0.610352	-29.8462	8.8501	-18.9819	5.85938	15.1978	-0.671387	-32.8979	12.4512	15.2588	-2.31934
1.37167	-14.9536	0.549316	-29.8462	8.30078	-18.7378	5.67627	15.1978	-0.0610352	-33.02	12.6953	15.0146	-2.74658
1.3725	-14.7095	0.549316	-30.0903	8.17871	-18.5547	5.98145	15.4419	-0.0610352	-33.2031	12.8174	15.564	-2.38037
1.37333	-14.5874	0.366211	-29.8462	8.17871	-18.7988	5.85938	15.3198	-0.0610352	-32.6538	12.6953	15.5029	-2.80762
1.37417	-14.7095	0.427246	-30.0903	8.11768	-18.7988	5.5542	15.1367	-0.427246	-33.1421	12.8784	15.0146	-2.74658
1.375	-14.5874	0.305176	-30.0903	8.42285	-18.4326	5.79834	15.1367	-0.12207	-33.1421	12.5732	15.4419	-2.80762
1.37583	-14.9536	0.549316	-29.9072	8.11768	-18.8599	5.5542	15.4419	0.183105	-33.1421	12.7563	15.2588	-2.38037
1.37667	-15.0146	0.549316	-29.7852	8.23975	-18.5547	5.5542	15.1978	-0.0610352	-33.1421	12.7563	15.3198	-2.68555
1.3775	-14.5874	0.488281	-29.9072	8.11768	-18.7988	5.98145	15.4419	-0	-32.7759	12.5732	15.625	-2.80762
1.37833	-14.8315	0.732422	-30.0293	8.30078	-18.4937	5.98145	15.3198	-0.488281	-33.2642	12.8174	15.1978	-2.80762
1.37917	-14.8926	0.549316	-30.0293	8.23975	-18.7378	5.79834	15.3809	-0.366211	-33.2031	12.8174	15.686	-2.38037
1.38	-15.1367	0.427246	-29.7241	8.23975	-18.7378	5.79834	15.1367	-0.427246	-33.2031	12.7563	15.3809	-2.74658
1.38083	-14.5874	0.427246	-29.7852	8.11768	-18.7378	5.79834	15.3809	-0.0610352	-33.02	12.6953	15.2588	-2.62451
1.38167	-14.8315	0.671387	-29.8462	8.23975	-18.7988	5.92041	15.1367	-0.12207	-33.2031	12.7563	15.1978	-2.50244
1.3825	-15.0146	0.671387	-29.9072	8.11768	-18.7988	5.61523	15.4419	-0.183105	-33.0811	12.6343	15.5029	-2.2583
1.38333	-14.9536	0.366211	-30.0293	8.30078	-18.4937	5.5542	15.1978	0.0610352	-33.1421	12.7563	15.1978	-2.19727
1.38417	-14.8926	0.244141	-29.8462	8.36182	-18.7378	5.98145	15.0757	-0.12207	-33.3862	12.7563	15.2588	-2.74658
1.385	-15.0146	0.854492	-30.0903	8.17871	-18.1885	5.61523	15.1367	-0.244141	-33.1421	12.4512	15.7471	-2.31934
1.38583	-14.8315	0.915527	-29.8462	8.30078	-18.7988	5.79834	15.3809	-0.0610352	-33.4473	12.7563	15.2588	-2.31934
1.38667	-14.9536	0.610352	-29.6631	8.30078	-18.5547	5.85938	15.3809	-0	-33.3862	12.7563	15.3198	-2.44141
1.3875	-14.8926	0.549316	-29.7241	8.11768	-18.7378	5.85938	15.1367	-0.427246	-32.8979	12.5732	15.1978	-2.44141
1.38833	-15.0146	0.549316	-29.8462	8.48389	-19.043	5.5542	15.1978	-0.244141	-33.4473	12.3901	15.564	-2.68555
1.38917	-14.8315	0.732422	-30.0903	8.11768	-18.6157	5.79834	15.4419	-0.0610352	-33.6304	12.6343	15.3198	-2.13623
1.39	-14.8315	0.0610352	-29.48	8.36182	-18.4326	5.79834	15.3809	-0	-33.2031	12.7563	15.4419	-2.80762
1.39083	-15.0146	0.610352	-29.7852	8.23975	-18.7378	6.04248	15.5029	-0.183105	-33.3862	12.7563	15.3809	-2.2583
1.39167	-15.0146	0.610352	-30.0903	8.30078	-18.7378	5.92041	15.1978	-0.366211	-33.0811	12.7563	15.3198	-2.68555
1.3925	-15.0757	0.671387	-29.9072	8.30078	-18.4937	5.98145	15.3809	-0.0610352	-33.1421	12.7563	15.3198	-2.38037
1.39333	-14.8315	0.427246	-29.9072	8.42285	-18.8599	5.92041	15.3809	-0.12207	-33.2642	12.7563	15.1978	-2.74658
1.39417	-14.5264	0.610352	-29.9072	8.36182	-18.9209	5.85938	15.3809	-0.183105	-33.2642	12.5122	15.3809	-2.13623
1.395	-14.7705	0.549316	-29.8462	8.36182	-18.5547	5.5542	15.3809	0.183105	-33.3862	12.6953	15.3809	-2.50244
1.39583	-14.9536	0.732422	-29.8462	8.36182	-18.6157	5.79834	15.686	-0.12207	-33.0811	12.6953	15.4419	-2.74658
1.39667	-14.8926	0.488281	-29.8462	8.36182	-18.7378	5.79834	14.8926	0.12207	-33.0811	12.7563	15.3809	-2.19727
1.3975	-14.4653	0.366211	-29.7241	7.99561	-18.7988	5.67627	15.3809	-0	-33.2642	12.7563	15.4419	-2.44141
1.39833	-14.9536	0.244141	-29.7852	8.11768	-18.7378	5.5542	15.3198	0.0610352	-33.6304	12.6953	15.1978	-2.62451
1.39917	-14.9536	0.183105	-30.2734	8.11768	-18.6157	5.67627	15.1978	-0.0610352	-33.5083	12.4512	15.3809	-2.68555
1.4	-14.8315	0.854492	-29.7241	8.23975	-18.4326	5.92041	15.564	-0.244141	-33.7524	12.9395	15.2588	-2.44141
1.40083	-14.8926	0.366211	-30.0903	8.17871	-18.5547	5.98145	15.625	-0.12207	-33.2031	12.7563	15.1978	-2.74658
1.40167	-14.8926	0.488281	-29.6631	8.36182	-18.4326	5.85938	15.4419	-0.183105	-33.4473	12.6343	15.1978	-2.62451
1.4025	-14.8926	0.427246	-29.48	8.30078	-18.8599	5.49316	15.5029	-0.183105	-33.02	12.5122	15.625	-2.68555
1.40333	-14.7705	0.366211	-29.8462	7.99561	-18.7378	5.67627	15.1978	-0.366211	-33.3862	12.5732	15.3198	-2.68555
1.40417	-14.9536	0.549316	-29.7852	7.99561	-18.7378	5.79834	15.3809	-0.183105	-33.2642	12.7563	15.2588	-2.74658
1.405	-15.0146	0.488281	-29.48	7.99561	-18.3105	5.79834	15.3809	-0.183105	-33.4473	12.7563	15.1367	-2.74658
1.40583	-15.0757	0.671387	-29.9072	8.11768	-18.3105	5.92041	15.3198	-0.12207	-33.3862	12.7563	15.4419	-2.68555
1.40667	-14.8315	0.366211	-29.8462	8.11768	-18.3105	6.10352	15.3809	-0.0610352	-33.4473	12.6343	15.4419	-2.31934
1.4075	-14.7705	0.488281	-29.4189	8.36182	-18.6157	5.61523	15.5029	-0.12207	-33.8745	12.5122	15.5029	-2.44141
1.40833	-14.8926	0.366211	-30.0293	8.17871	-18.7378	5.67627	15.3198	-0.244141	-33.2642	12.6343	15.3198	-2.50244
1.40917	-14.9536	0.610352	-29.8462	8.23975	-18.6157	5.92041	15.1978	-0.0610352	-33.5693	12.6343	15.1978	-2.50244
1.41	-14.2822	0.854492	-29.6021	7.99561	-18.7988	5.98145	15.1367	-0.12207	-33.4473	12.8174	15.625	-2.86865
1.41083	-15.0757	0.183105	-29.7241	8.30078	-18.3716	6.16455	15.3809	-0.12207	-33.4473	12.3901	15.4419	-2.62451
1.41167	-14.8315	0.244141	-29.9072	7.8125	-18.6157	5.61523	15.4419	-0.427246	-33.2642	12.6343	15.3809	-2.44141
1.4125	-14.8315	0.549316	-29.9072	7.87354	-18.2495	5.98145	15.3809	-0.12207	-33.1421	12.3901	15.2588	-2.62451
1.41333	-14.7705	0.244141	-29.7852	8.05664	-18.4326	5.79834	15.3809	-0.183105	-33.3862	12.6953	15.3809	-2.44141
1.41417	-14.8926	0.610352	-29.7241	8.05664	-18.7988	5.85938	15.3809	-0.366211	-33.3862	12.7563	15.564	-2.62451
1.415	-14.8926	0.549316	-29.48	7.87354	-18.4937	6.04248	15.3809	-0.244141	-33.4473	12.5122	15.564	-2.68555
1.41583	-14.5874	0.305176	-29.6631	7.87354	-18.7378	5.85938	15.3198	-0.183105	-33.4473	12.8174	15.3809	-2.44141
1.41667	-14.7705	0.305176	-29.48	7.99561	-18.5547	5.85938	15.1978	-0.244141	-33.4473	12.6343	15.3809	-2.38037
1.4175	-14.9536	0.305176	-29.7852	8.11768	-18.4937	5.98145	15.564	-0.244141	-33.5693	12.7563	15.3198	-2.68555
1.41833	-14.8926	0.549316	-29.8462	7.99561	-18.7378	5.98145	15.564	-0.427246	-33.9966	12.5732	15.564	-2.62451
1.41917	-14.8315	0.488281	-29.541	8.30078	-18.5547	5.92041	15.564	-0.366211	-33.6914	12.5732	15.564	-2.44141
1.42	-14.8926	0.549316	-29.8462	7.75146	-18.7378	6.16455	15.3198	-0.366211	-33.3862	12.6953	15.1367	-2.74658
1.42083	-14.3433	0.244141	-29.4189	8.23975	-18.7378	6.22559	15.3809	-0	-33.4473	12.7563	15.4419	-2.68555
1.42167	-14.9536	0.671387	-29.48	8.23975	-18.3716	6.10352	15.5029	-0.12207	-33.5693	12.5732	15.4419	-2.80762
1.4225	-14.5264	0.0610352	-29.6631	7.87354	-18.6157	6.28662	15.3809	-0.244141	-33.4473	12.5732	15.2588	-3.05176
1.42333	-14.4653	0.488281	-29.8462	8.36182	-18.4937	5.79834	15.3809	-0.427246	-33.6914	12.4512	15.3809	-2.50244
1.42417	-14.5874	0.244141	-29.4189	8.30078	-18.3716	6.16455	15.625	-0.244141	-33.8745	12.5122	15.4419	-2.68555
1.425	-14.7705	0.549316	-29.3579	7.99561	-18.4326	5.85938	15.1367	-0.427246	-33.9355	12.6953	15.4419	-2.74658
1.42583	-14.8315	0.183105	-29.8462	7.99561	-18.7378	5.92041	15.564	-0.427246	-33.3862	12.6953	14.9536	-2.62451
1.42667	-14.4653	0.183105	-29.6021	8.05664	-18.5547	5.85938	15.564	-0.488281	-33.5693	12.7563	15.2588	-2.74658
1.4275	-14.5874	0.305176	-29.7852	8.05664	-18.4937	5.79834	15.7471	-0.366211	-33.5693	12.5122	15.1978	-2.44141
1.42833	-15.0757	0.610352	-29.8462	7.62939	-18.3716	5.92041	15.5029	-0.671387	-33.6914	12.4512	15.3809	-2.86865
1.42917	-14.7095	0.183105	-29.7852	8.11768	-18.5547	6.04248	15.3809	-0.488281	-33.8745	12.4512	15.3198	-2.50244
1.43	-14.5874	0.671387	-29.541	7.99561	-18.4937	6.16455	15.686	-0.183105	-33.9966	12.4512	15.4419	-2.62451
1.43083	-14.5264	0.12207	-29.541	7.8125	-18.7378	5.61523	15.686	-0.366211	-33.4473	12.8174	15.1978	-2.38037
1.43167	-14.4653	0.305176	-29.541	8.17871	-18.4326	6.04248	15.564	-0.366211	-33.8135	12.4512	15.3198	-2.38037
1.4325	-14.4653	0.488281	-29.6021	7.99561	-18.3105	5.67627	15.3809	-0.427246	-33.9355	12.6953	15.3198	-2.31934
1.43333	-14.3433	0.549316	-29.541	8.05664	-18.3716	5.85938	15.5029	-0.366211	-33.3862	12.4512	15.2588	-2.50244
1.43417	-14.5264	0.12207	-29.48	8.17871	-18.4326	5.98145	15.1978	-0	-33.4473	12.6343	15.3198	-2.80762
1.435	-14.8315	0.671387	-29.48	8.17871	-18.7378	6.22559	15.5029	-0.427246	-33.3862	12.7563	15.2588	-2.68555
1.43583	-14.4653	0.366211	-29.6021	7.99561	-18.0664	5.79834	15.625	-0	-33.6304	12.8784	15.686	-2.62451
1.43667	-14.7095	0.183105	-29.541	7.8125	-18.4326	6.22559	15.5029	-0.671387	-33.6304	12.6343	15.3809	-2.62451
1.4375	-14.7705	0.549316	-29.541	7.75146	-18.4326	5.79834	15.564	-0.366211	-33.6914	12.3901	15.2588	-2.62451
1.43833	-14.7095	0.305176	-29.7852	8.17871	-18.3105	6.28662	15.625	-0.549316	-33.5693	12.5122	15.3809	-2.50244
1.43917	-14.5264	0.488281	-29.6631	7.87354	-18.4326	5.98145	15.625	-0.183105	-33.4473	12.5732	14.9536	-2.74658
1.44	-14.7095	0.244141	-29.7241	8.11768	-18.3716	5.98145	15.3198	-0.427246	-33.6914	12.6343	15.3809	-2.62451
1.44083	-14.5264	0.244141	-29.7241	7.87354	-18.7378	5.85938	15.625	-0.549316	-33.7524	12.8174	15.3198	-2.68555
1.44167	-14.5264	0.183105	-29.6021	8.11768	-18.2495	5.92041	15.686	-0.366211	-33.6914	12.5732	15.3198	-2.2583
1.4425	-14.7095	0.183105	-29.4189	8.05664	-18.6157	6.10352	15.686	-0.671387	-33.4473	12.6953	15.5029	-2.68555
1.44333	-14.7095	0.366211	-29.4189	7.87354	-18.7988	6.16455	15.686	-0.366211	-33.6914	12.5122	15.4419	-2.74658
1.44417	-14.5264	0.305176	-29.6631	8.11768	-18.1885	5.98145	15.3198	-0.427246	-33.6304	12.3901	15.3198	-2.68555
1.445	-14.4043	0.0610352	-29.7241	8.05664	-18.1885	5.85938	15.8081	-0.488281	-33.6304	12.4512	15.3198	-2.86865
1.44583	-14.5264	0.244141	-29.9072	8.05664	-18.4326	5.98145	15.3198	-0.549316	-33.5083	12.5732	15.3198	-2.68555
1.44667	-14.5874	0.244141	-29.48	7.99561	-18.4326	5.85938	15.7471	-0.12207	-33.6914	12.3901	15.4419	-2.68555
1.4475	-14.4043	0.427246	-29.4189	8.30078	-18.7378	6.04248	15.4419	-0.549316	-34.1187	12.4512	15.4419	-2.62451
1.44833	-14.4653	0.305176	-29.7241	8.05664	-18.5547	5.85938	15.686	-0.183105	-33.6914	12.3901	15.5029	-2.68555
1.44917	-14.8926	0.244141	-29.6631	7.69043	-18.5547	6.04248	15.4419	-0.427246	-33.5693	12.5122	15.5029	-2.62451
1.45	-14.7705	0.549316	-29.48	7.8125	-18.4326	6.16455	15.7471	-0.366211	-33.6914	12.207	15.2588	-2.50244
1.45083	-14.5264	0.244141	-29.4189	8.11768	-18.4937	5.98145	15.564	-0.427246	-33.6914	12.5732	15.1978	-2.74658
1.45167	-14.5264	0.427246	-29.6021	7.87354	-18.4937	6.22559	15.564	-0.366211	-33.7524	12.6343	15.3809	-2.68555
1.4525	-14.4653	0.244141	-29.6021	8.11768	-18.7988	5.49316	15.3809	-0.488281	-33.6914	12.2681	15.2588	-2.80762
1.45333	-14.5264	0.366211	-29.7241	7.87354	-18.4937	5.98145	15.7471	-0.488281	-33.5083	12.5732	15.3809	-2.68555
1.45417	-14.5264	0.366211	-29.48	8.05664	-18.3716	5.61523	15.1367	-0.244141	-33.6304	12.4512	15.3809	-2.38037
1.455	-14.4043	0.183105	-29.48	8.17871	-18.5547	5.79834	15.564	-0.610352	-33.9355	12.5122	15.2588	-2.86865
1.45583	-14.5264	-0	-29.2969	8.11768	-18.4937	6.16455	15.3198	-0.610352	-33.2031	12.2681	14.8926	-2.62451
1.45667	-14.2822	0.427246	-29.4189	8.11768	-18.3716	6.04248	15.625	-0.549316	-33.5693	12.207	15.1978	-2.74658
1.4575	-14.5874	0.610352	-29.4189	8.05664	-18.4326	5.85938	15.686	-0.610352	-33.6914	12.3901	15.625	-2.50244
1.45833	-14.3433	0.976562	-29.7241	8.11768	-18.6157	6.16455	15.625	-0.427246	-33.3862	12.3901	15.3809	-2.74658
1.45917	-14.5874	0.427246	-29.3579	8.23975	-18.7378	5.79834	15.8691	-0.610352	-33.5693	12.085	15.2588	-2.44141
1.46	-14.4653	0.671387	-30.0293	7.69043	-18.5547	6.10352	15.5029	-0.366211	-33.6914	12.085	14.8315	-3.2959
1.46083	-14.4653	0.488281	-29.541	8.11768	-18.6157	5.92041	15.3198	-0.366211	-33.7524	12.3291	15.1367	-2.50244
1.46167	-14.5264	0.244141	-29.48	7.87354	-18.5547	5.92041	15.3198	-0.488281	-33.3862	12.5732	15.0146	-2.74658
1.4625	-14.0991	0.732422	-29.6631	8.11768	-18.3105	5.92041	15.8081	-0.732422	-33.6304	12.6343	15.1978	-2.68555
1.46333	-14.3433	0.488281	-29.6021	7.99561	-18.5547	6.04248	15.686	-0.427246	-33.7524	12.207	15.4419	-2.80762
1.46417	-14.4653	0.427246	-29.4189	8.05664	-18.4937	5.79834	15.564	-0.549316	-33.7524	12.4512	15.3198	-2.74658
1.465	-14.4653	0.244141	-29.7241	7.8125	-18.5547	5.98145	15.7471	-0.793457	-33.5083	12.5122	15.3198	-2.50244
1.46583	-14.2822	0.244141	-29.9072	8.05664	-18.3105	6.10352	15.686	-0.366211	-33.5083	12.4512	15.3198	-2.74658
1.46667	-14.5874	0.366211	-29.2969	8.17871	-18.5547	5.98145	15.564	-0.427246	-33.6304	12.3901	15.3809	-2.31934
1.4675	-14.4653	0.854492	-29.48	7.87354	-18.3716	5.79834	15.7471	-0.610352	-33.8135	12.3901	15.5029	-2.31934
1.46833	-14.2212	0.244141	-29.541	7.99561	-18.3716	5.92041	15.5029	-0.366211	-33.4473	12.5732	15.564	-2.44141
1.46917	-14.7095	0.610352	-29.7241	8.11768	-18.6157	5.79834	15.625	-0.244141	-33.6304	12.3291	15.2588	-2.50244
1.47	-14.8315	0.244141	-29.6631	7.87354	-18.4326	5.85938	15.686	-0.549316	-33.6304	12.6343	15.2588	-2.74658
1.47083	-14.4043	0.183105	-29.6631	7.62939	-18.8599	6.04248	15.8081	-0.427246	-33.3862	12.3291	15.564	-2.86865
1.47167	-14.7705	0.427246	-29.8462	8.11768	-18.3716	5.98145	15.7471	-0.488281	-33.5083	12.3291	15.4419	-2.86865
1.4725	-14.8926	0.305176	-29.48	7.75146	-18.7378	5.85938	15.564	-0.244141	-33.6914	12.3901	14.9536	-3.05176
1.47333	-14.7095	0.610352	-29.7241	7.87354	-18.4937	5.92041	15.686	-0.488281	-33.7524	12.7563	15.3198	-2.74658
1.47417	-14.3433	0.305176	-29.3579	7.87354	-18.5547	5.79834	15.564	-0.488281	-33.5693	12.5122	15.3809	-2.50244
1.475	-14.7705	0.610352	-29.48	7.87354	-18.5547	6.10352	15.564	-0.671387	-33.2642	12.6953	15.5029	-2.68555
1.47583	-14.2212	0.549316	-30.0293	7.75146	-18.1885	5.98145	15.3198	-0.183105	-33.8135	12.5122	15.3809	-2.68555
1.47667	-14.4653	0.732422	-29.6021	7.99561	-18.5547	5.98145	15.625	-0.549316	-33.7524	12.4512	15.1978	-2.80762
1.4775	-14.5874	0.854492	-29.7241	7.8125	-18.1885	5.92041	15.625	-0.549316	-33.2642	12.3901	15.4419	-2.50244
1.47833	-14.4653	0.610352	-29.541	8.17871	-18.6157	6.10352	15.625	-0.427246	-33.7524	12.7563	15.2588	-2.68555
1.47917	-14.7705	0.427246	-29.541	8.11768	-18.3716	5.85938	15.4419	-0.244141	-33.7524	12.3901	15.4419	-2.62451
1.48	-14.5264	0.427246	-29.3579	8.11768	-18.5547	5.92041	15.625	-0.183105	-33.6914	12.8174	15.3198	-2.31934
1.48083	-14.5874	0.488281	-29.6021	7.75146	-18.1274	5.49316	15.564	-0.366211	-33.5083	12.7563	15.4419	-2.86865
1.48167	-14.7095	0.671387	-29.7852	7.99561	-18.3105	5.85938	15.564	-0.549316	-33.8135	12.5732	15.1367	-2.62451
1.4825	-14.7705	0.732422	-29.6631	8.17871	-18.4326	6.16455	15.7471	-0.427246	-33.6304	12.6953	15.3198	-2.74658
1.48333	-14.7705	0.488281	-29.541	8.11768	-18.5547	6.34766	15.5029	-0.610352	-33.5693	12.6953	15.2588	-2.38037
1.48417	-14.4043	0.549316	-29.6631	7.8125	-18.5547	5.79834	15.625	-0.427246	-33.9966	12.5732	15.4419	-2.38037
1.485	-14.5874	0.549316	-29.6631	7.99561	-18.4937	5.85938	15.564	-0.488281	-33.6914	12.4512	15.5029	-2.68555
1.48583	-14.5264	0.671387	-29.7241	8.17871	-18.3105	5.98145	15.5029	-0.183105	-33.8745	12.7563	15.3198	-2.62451
